,Late Delivery Probability,Risk Category,Actual Late Delivery,Key Risk Drivers,Order Region,Customer Segment,Customer Country,Product Name,Category Name,Department Name,Shipping Mode,Order Status
25266,0.9994765,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,Puerto Rico,Team Golf St. Louis Cardinals Putter Grip,Accessories,Outdoors,First Class,PENDING_PAYMENT
138624,0.9994764,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PROCESSING
47919,0.99947625,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Africa,Corporate,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PENDING_PAYMENT
64360,0.99947447,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,CLOSED
40728,0.999474,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Eastern Asia,Home Office,Puerto Rico,Glove It Women's Imperial Golf Glove,Golf Balls,Outdoors,First Class,PENDING_PAYMENT
9648,0.99947315,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,CLOSED
137248,0.9994716,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,Puerto Rico,Bridgestone e6 Straight Distance NFL San Dieg,Electronics,Outdoors,First Class,PROCESSING
45678,0.9994711,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Corporate,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,CLOSED
39424,0.99946636,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PROCESSING
159566,0.9994616,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
132827,0.99946004,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Home Office,Puerto Rico,Nike Dri-FIT Crew Sock 6 Pack,Hockey,Fitness,First Class,PROCESSING
4168,0.9994573,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Southeast Asia,Consumer,EE. UU.,TYR Boys' Team Digi Jammer,Girls' Apparel,Golf,First Class,ON_HOLD
176667,0.9994506,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Home Office,EE. UU.,Toys ,Toys,Fan Shop,First Class,ON_HOLD
22798,0.9994499,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Eastern Asia,Corporate,Puerto Rico,adidas Men's F10 Messi TRX FG Soccer Cleat,Baseball & Softball,Fitness,First Class,CLOSED
105885,0.99944144,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Home Office,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PENDING_PAYMENT
90037,0.9994404,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Nike Men's Deutschland Weltmeister Winners Bl,Girls' Apparel,Golf,First Class,COMPLETE
170669,0.9994398,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Southern Europe,Corporate,Puerto Rico,Glove It Women's Imperial Golf Glove,Golf Balls,Outdoors,First Class,PENDING_PAYMENT
13478,0.999433,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Africa,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
26447,0.99942124,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Canada,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
111774,0.99942017,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
68118,0.99941826,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Caribbean,Consumer,Puerto Rico,Glove It Women's Imperial Golf Glove,Golf Balls,Outdoors,First Class,PENDING_PAYMENT
55703,0.9994073,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Caribbean,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PROCESSING
114465,0.99940515,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",US Center ,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,ON_HOLD
58571,0.9994006,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Caribbean,Home Office,Puerto Rico,TYR Boys' Team Digi Jammer,Girls' Apparel,Golf,First Class,PENDING_PAYMENT
167570,0.99939513,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Asia,Corporate,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
63024,0.99939346,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Canada,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING
90507,0.9993905,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East Africa,Consumer,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,PENDING
76098,0.9993831,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Canada,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,CLOSED
70913,0.9993812,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Central America,Home Office,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,ON_HOLD
2445,0.999373,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Corporate,Puerto Rico,Bridgestone e6 Straight Distance NFL Carolina,Electronics,Outdoors,First Class,PROCESSING
137765,0.99936646,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Home Office,Puerto Rico,Titleist Pro V1x Golf Balls,Electronics,Outdoors,First Class,COMPLETE
53355,0.9993598,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Central America,Consumer,Puerto Rico,Nike Dri-FIT Crew Sock 6 Pack,Hockey,Fitness,First Class,COMPLETE
149060,0.99933666,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Corporate,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PENDING
129580,0.9993297,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Caribbean,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PROCESSING
39141,0.9993272,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,Puerto Rico,TaylorMade Women's RBZ SL Rescue,Golf Apparel,Outdoors,First Class,ON_HOLD
63022,0.99932396,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Canada,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
98330,0.9992949,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
145084,0.9992912,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",East of USA,Home Office,EE. UU.,ENO Atlas Hammock Straps,Hunting & Shooting,Fan Shop,First Class,PENDING_PAYMENT
26442,0.9992894,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Canada,Consumer,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,COMPLETE
45434,0.99927634,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",South Asia,Consumer,EE. UU.,Nike Dri-FIT Crew Sock 6 Pack,Hockey,Fitness,First Class,PENDING
136801,0.99927396,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Home Office,EE. UU.,adidas Youth Germany Black/Red Away Match Soc,Girls' Apparel,Golf,First Class,CLOSED
65284,0.9992575,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,Puerto Rico,LIJA Women's Mid-Length Panel Golf Shorts,Golf Shoes,Outdoors,First Class,COMPLETE
132696,0.9992483,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Canada,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
18993,0.99923384,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Corporate,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PROCESSING
167724,0.9992048,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,Puerto Rico,Glove It Women's Mod Oval Golf Glove,Golf Balls,Outdoors,First Class,PENDING_PAYMENT
22320,0.9991818,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Consumer,Puerto Rico,TaylorMade Women's RBZ SL Rescue,Golf Apparel,Outdoors,First Class,PENDING_PAYMENT
172353,0.9991505,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Western Europe,Corporate,EE. UU.,Sports Books ,Books ,Book Shop,First Class,ON_HOLD
142287,0.9990018,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",West Asia,Consumer,Puerto Rico,Top Flite Women's 2014 XL Hybrid,Golf Apparel,Outdoors,First Class,PROCESSING
140406,0.9989562,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,COMPLETE
94380,0.9988305,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Home Office,EE. UU.,Glove It Women's Mod Oval Golf Glove,Golf Balls,Outdoors,First Class,ON_HOLD
175168,0.98088133,High Risk,1,"Shipping Mode_Standard Class,Order Profit Per Order,Sales per customer",Southeast Asia,Consumer,Puerto Rico,Lawn mower,Garden,Outdoors,Second Class,CLOSED
25788,0.9786861,High Risk,0,"Shipping Mode_Standard Class,Regional Congestion Indicator,Mode Risk Flag",Central Asia,Consumer,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
36643,0.97340065,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Order Complexity Score",West of USA ,Consumer,EE. UU.,Team Golf Tennessee Volunteers Putter Grip,Accessories,Outdoors,Second Class,PENDING_PAYMENT
177831,0.9732275,High Risk,1,"Shipping Mode_Standard Class,Sales per customer,Order Profit Per Order",Southeast Asia,Corporate,Puerto Rico,Dell Laptop,Computers,Technology,Second Class,PENDING_PAYMENT
168331,0.97213066,High Risk,1,"Shipping Mode_Standard Class,Product Name_encoded,Mode Risk Flag",Oceania,Home Office,Puerto Rico,Team Golf St. Louis Cardinals Putter Grip,Accessories,Outdoors,Second Class,PENDING_PAYMENT
131226,0.9719577,High Risk,1,"Shipping Mode_Standard Class,Sales,Mode Risk Flag",Northern Europe,Corporate,EE. UU.,Team Golf Tennessee Volunteers Putter Grip,Accessories,Outdoors,Second Class,PENDING_PAYMENT
28562,0.9709491,High Risk,1,"Shipping Mode_Standard Class,Sales per customer,Mode Risk Flag",North Africa,Consumer,EE. UU.,ENO Atlas Hammock Straps,Hunting & Shooting,Fan Shop,Second Class,ON_HOLD
178415,0.97086126,High Risk,0,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",Oceania,Home Office,EE. UU.,Lawn mower,Garden,Outdoors,Second Class,PENDING
47976,0.96868056,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Sales",Caribbean,Home Office,Puerto Rico,Top Flite Women's 2014 XL Hybrid,Golf Apparel,Outdoors,Second Class,COMPLETE
177856,0.96669054,High Risk,1,"Shipping Mode_Standard Class,Order Profit Per Order,Sales per customer",Southeast Asia,Corporate,Puerto Rico,Dell Laptop,Computers,Technology,Second Class,PENDING_PAYMENT
63633,0.96639055,High Risk,1,"Shipping Mode_Standard Class,Sales per customer,Mode Risk Flag",Western Europe,Consumer,EE. UU.,Under Armour Women's Ignite PIP VI Slide,Electronics,Footwear,Second Class,COMPLETE
76927,0.96612495,High Risk,1,"Shipping Mode_Standard Class,Regional Congestion Indicator,Mode Risk Flag",Central Asia,Corporate,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
61817,0.9658243,High Risk,0,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",Central America,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,PENDING
127536,0.96265584,High Risk,1,"Shipping Mode_Standard Class,Regional Congestion Indicator,Mode Risk Flag",Central Asia,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,COMPLETE
96240,0.961887,High Risk,1,"Shipping Mode_Standard Class,Order Profit Per Order,Sales per customer",Southeast Asia,Consumer,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
105493,0.9610313,High Risk,0,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",South America,Corporate,EE. UU.,Under Armour Men's Tech II T-Shirt,Lacrosse,Fitness,Second Class,PROCESSING
79833,0.95994335,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Order Profit Per Order",Caribbean,Consumer,EE. UU.,The North Face Women's Recon Backpack,Hunting & Shooting,Fan Shop,Second Class,PENDING_PAYMENT
55533,0.9585688,High Risk,1,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",Western Europe,Corporate,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,PENDING
61628,0.9580946,High Risk,0,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",Northern Europe,Corporate,EE. UU.,Brooks Women's Ghost 6 Running Shoe,Boxing & MMA,Footwear,Second Class,PENDING
42353,0.9574084,High Risk,1,"Shipping Mode_Standard Class,Sales per customer,Mode Risk Flag",Central America,Home Office,EE. UU.,Top Flite Women's 2014 XL Hybrid,Golf Apparel,Outdoors,Second Class,COMPLETE
157144,0.9571408,High Risk,1,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",Caribbean,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,PROCESSING
99469,0.9562966,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Sales per customer",Caribbean,Consumer,Puerto Rico,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,PENDING
82007,0.9561542,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Sales per customer",Oceania,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,PENDING_PAYMENT
60131,0.955612,High Risk,1,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",Caribbean,Consumer,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,PENDING_PAYMENT
119459,0.9543012,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Sales",Western Europe,Corporate,EE. UU.,Garmin Forerunner 910XT GPS Watch,Kids' Golf Clubs,Outdoors,Second Class,COMPLETE
162979,0.9522146,High Risk,1,"Shipping Mode_Standard Class,Sales per customer,Mode Risk Flag",South of  USA ,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,PENDING_PAYMENT
81190,0.9515681,High Risk,1,"Shipping Mode_Standard Class,Order Profit Per Order,Sales per customer",South America,Corporate,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,PENDING
18716,0.9512982,High Risk,0,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",Caribbean,Consumer,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,PENDING
157733,0.9485882,High Risk,1,"Shipping Mode_Standard Class,Product Name_encoded,Order Item Profit Ratio",Western Europe,Corporate,Puerto Rico,Bushnell Pro X7 Jolt Slope Rangefinder,Kids' Golf Clubs,Outdoors,Second Class,PENDING
42547,0.94743514,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Product Name_encoded",Eastern Asia,Consumer,EE. UU.,Under Armour Hustle Storm Medium Duffle Bag,Fitness Accessories,Footwear,Second Class,PENDING_PAYMENT
177815,0.94667166,High Risk,0,"Shipping Mode_Standard Class,Order Profit Per Order,Sales per customer",Southeast Asia,Home Office,Puerto Rico,Dell Laptop,Computers,Technology,Second Class,CLOSED
83621,0.9465331,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Canada,Corporate,Puerto Rico,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,PENDING_PAYMENT
61321,0.9459279,High Risk,1,"Shipping Mode_Standard Class,Product Name_encoded,Sales per customer",Eastern Asia,Corporate,Puerto Rico,Team Golf St. Louis Cardinals Putter Grip,Accessories,Outdoors,Second Class,PROCESSING
164397,0.94589794,High Risk,1,"Shipping Mode_Standard Class,Product Name_encoded,Mode Risk Flag",South America,Corporate,EE. UU.,Hirzl Women's Soffft Flex Golf Glove,Golf Balls,Outdoors,Second Class,COMPLETE
19423,0.9448746,High Risk,1,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",East of USA,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PENDING_PAYMENT
104712,0.9446023,High Risk,1,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",South of  USA ,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,ON_HOLD
67618,0.94452786,High Risk,1,"Shipping Mode_Standard Class,Sales per customer,Mode Risk Flag",West Asia,Consumer,EE. UU.,Top Flite Women's 2014 XL Hybrid,Golf Apparel,Outdoors,Second Class,COMPLETE
52561,0.94436145,High Risk,1,"Shipping Mode_Standard Class,Product Name_encoded,Mode Risk Flag",East of USA,Consumer,Puerto Rico,Bridgestone e6 Straight Distance NFL Tennesse,Electronics,Outdoors,Second Class,COMPLETE
85353,0.94387853,High Risk,1,"Shipping Mode_Standard Class,Sales per customer,Mode Risk Flag",Caribbean,Home Office,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,COMPLETE
176201,0.94346535,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Order Profit Per Order",Oceania,Consumer,EE. UU.,Adult dog supplies,Pet Supplies,Pet Shop,Second Class,PENDING_PAYMENT
124152,0.94342697,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Order Profit Per Order",Western Europe,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
59893,0.9433545,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Product Name_encoded",North Africa,Consumer,Puerto Rico,Bridgestone e6 Straight Distance NFL Tennesse,Electronics,Outdoors,Second Class,PENDING_PAYMENT
28475,0.94282454,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Product Name_encoded",North Africa,Consumer,Puerto Rico,Under Armour Men's Tech II T-Shirt,Lacrosse,Fitness,Second Class,CLOSED
178241,0.94236046,High Risk,1,"Shipping Mode_Standard Class,Product Name_encoded,Mode Risk Flag",South Asia,Consumer,EE. UU.,Porcelain crafts,Crafts,Apparel,Second Class,PENDING_PAYMENT
163469,0.9421093,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Sales per customer",Western Europe,Consumer,Puerto Rico,Glove It Urban Brick Golf Towel,Trade-In,Outdoors,Second Class,PROCESSING
124342,0.94119567,High Risk,1,"Shipping Mode_Standard Class,Product Name_encoded,Mode Risk Flag",West of USA ,Corporate,EE. UU.,Team Golf St. Louis Cardinals Putter Grip,Accessories,Outdoors,Second Class,PENDING_PAYMENT
